Job Id,Unit Id,Tweet Seed Index,Tweet Author,Tweet Content,Tweet Date,[Islands_disputed_between_China_and_Japan] Score,[Korean_MV_Sewol_ferry_sinking] Score,[Japan_whaling_and_dolphin_hunting] Score,[Davos_world_economic_forum_2014] Score,[Disappearance_of_Malaysia_Airlines_Flight_370] Score,[2014_anti-China_protests_in_Vietnam] Score,[Ukraine_crisis_2014] Score,[FIFA_worldcup_2014] Score,[NONE] Score,Clarity Event Type,,[Islands_disputed_between_China_and_Japan] Count,[Korean_MV_Sewol_ferry_sinking] Count,[Japan_whaling_and_dolphin_hunting] Count,[Davos_world_economic_forum_2014] Count,[Disappearance_of_Malaysia_Airlines_Flight_370] Count,[2014_anti-China_protests_in_Vietnam] Count,[Ukraine_crisis_2014] Count,[FIFA_worldcup_2014] Count,[NONE] Count,,[Islands_disputed_between_China_and_Japan] Tweet Word - Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[Korean_MV_Sewol_ferry_sinking] Tweet Word – Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[Japan_whaling_and_dolphin_hunting] Tweet Word – Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[Davos_world_economic_forum_2014] Tweet Word – Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[Disappearance_of_Malaysia_Airlines_Flight_370] Tweet Word – Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2014_anti-China_protests_in_Vietnam] Tweet Word – Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[Ukraine_crisis_2014] Tweet Word – Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[FIFA_worldcup_2014] Tweet Word – Score,,,,,,,,,,,
235,24116,whaling_327,@jilleeeebean,RT @katrinataylor17: Denounce Japan for Whale Slaughter - ForceChange http://t.co/uPgYyRtDn9,2014-05-12,0,0,1,0,0,0,0,0,0,1,,0,0,7,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denounce,0.38,Japan,0.57,for,0.26,Whale,0.51,Slaughter,0.45,[NONE],0,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,24117,whaling_328,@TheEarthSpace,#Japan Restarts Whaling Operations - http://t.co/tltO98XbMb via @TheEarthSpace,2014-05-12,0,0,1,0,0,0,0,0,0,1,,0,0,7,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#Japan,0.47,Restarts,0.37,Whaling,0.65,Operations,0.47,[NONE],0,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,24118,whaling_329,@ashley_osborne_,LG Whale Whaling Trade Sign Seafood Nautical Maritime Folk Art Sign Antique wood - Full read by eBay: Price 132.5... http://t.co/SWFLnO2QVc,2014-05-12,0,0,0,0,0.16,0,0,0,0.99,0.99,,0,0,0,0,1,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,by,0.16,[NONE],0.99,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,23830,whaling_33,@melnaau,#Japan's #whaling - the end is nigh - http://t.co/s6Sb4bM5N0,2014-04-29,0,0,1,0,0,0,0,0,0,1,,0,0,7,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#Japan's,0.71,#whaling,0.71,[NONE],0,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,24119,whaling_330,@thewhaling,RT @mike_hunter_86: #WHALING - Whaling is the new trending CRAZE on V…: http://t.co/w66dXPS49v,2014-05-13,0,0,0.6,0,0,0,0,0,0.8,0.8,,0,0,3,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#WHALING,0.49,Whaling,0.49,is,0.16,new,0.16,trending,0.16,CRAZE,0.16,[NONE],0.65,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,24120,whaling_331,@DavidRappaport3,Typee is actually a much better book - being mostly a non-fiction account of Melville and another guy going AWOL from this whaling ship,2014-05-13,0,0,0.19,0.19,0,0,0,0,0.96,0.96,,0,0,1,1,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whaling,0.16,ship,0.16,[NONE],0.97,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,another,0.16,[NONE],0.99,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,24121,whaling_332,@thejenwilkinson,Japanese turn against whaling via @globalpost - http://t.co/3tDUbVawpf,2014-05-13,0,0,1,0,0,0,0,0,0,1,,0,0,7,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Japanese,0.69,turn,0.12,against,0.12,whaling,0.69,via,0.12,[NONE],0,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,24122,whaling_333,@Perorationer,RT @thejenwilkinson: Japanese turn against whaling via @globalpost - http://t.co/3tDUbVawpf,2014-05-13,0.16,0.16,0.95,0.16,0,0.16,0,0,0,0.95,,1,1,6,1,0,1,0,0,0,,@thejenwilkinson:,0.16,[NONE],0.99,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Japanese,0.16,[NONE],0.99,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Japanese,0.48,turn,0.39,against,0.39,whaling,0.68,[NONE],0.1,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RT,0.16,[NONE],0.99,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,against,0.16,[NONE],0.99,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,24123,whaling_334,@vofnjapan,#VOFNPaper Japan finds way around ban on whaling - &#8230;  product to Japan using Norway as the middleman.       ... http://t.co/1RonMaRFA6,2014-05-13,0,0,1,0,0,0,0,0,0,1,,0,0,7,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Japan,0.66,around,0.09,ban,0.28,on,0.19,whaling,0.66,Japan,0.09,[NONE],0,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,24124,whaling_335,@cathorio,#Japan finds way around ban on whaling - http://t.co/KAii3HAkIT,2014-05-13,0,0,0.99,0,0,0,0,0,0.16,0.99,,0,0,6,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#Japan,0.54,finds,0.27,way,0.27,around,0.27,ban,0.36,on,0.27,whaling,0.54,[NONE],0.09,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,24125,whaling_336,@RadioDeadon,RT @cathorio: #Japan finds way around ban on whaling - http://t.co/KAii3HAkIT,2014-05-13,0,0,1,0,0,0,0,0,0,1,,0,0,7,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#Japan,0.48,finds,0.29,way,0.29,around,0.29,ban,0.38,on,0.19,whaling,0.58,[NONE],0,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,24126,whaling_337,@bina81,First minke whales of the season killed off Iceland - WDC: http://t.co/1yevVGtCbh #whaling #iceland,2014-05-13,0,0,0.8,0,0,0,0,0,0.6,0.8,,0,0,4,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First,0.15,minke,0.15,whales,0.62,of,0.31,season,0.31,killed,0.31,off,0.15,Iceland,0.15,#whaling,0.15,[NONE],0.46,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,24127,whaling_338,@FetchBoris,"@OmarSeaShepherd @seashepherd ""@cathorio #Japan finds way around ban on whaling - http://t.co/6qbHGc6EDb""",2014-05-13,0.14,0,0.97,0.14,0,0.14,0,0,0,0.97,,1,0,7,1,0,1,0,0,0,,@seashepherd,0.16,[NONE],0.99,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@seashepherd,0.09,"""@cathorio",0.09,#Japan,0.52,finds,0.35,way,0.35,around,0.35,ban,0.35,on,0.17,whaling,0.44,[NONE],0,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@OmarSeaShepherd,0.16,[NONE],0.99,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#Japan,0.16,[NONE],0.99,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,24128,whaling_339,@thewhaling,RT @bina81: First minke whales of the season killed off Iceland - WDC: http://t.co/1yevVGtCbh #whaling #iceland,2014-05-13,0,0,0.93,0,0,0,0,0,0.37,0.93,,0,0,5,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First,0.22,minke,0.34,whales,0.56,of,0.22,season,0.34,killed,0.45,off,0.22,Iceland,0.11,#whaling,0.22,[NONE],0.22,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,23831,whaling_34,@thewhaling,RT @melnaau: #Japan's #whaling - the end is nigh - http://t.co/s6Sb4bM5N0,2014-04-29,0,0,0.99,0,0,0,0,0,0.16,0.99,,0,0,6,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#Japan's,0.69,#whaling,0.69,end,0.1,is,0.1,nigh,0.1,[NONE],0.1,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,24129,whaling_340,@LEANAustralia,Whaling to be monitored by plane - no new resources. http://t.co/5p6G0zjSDW,2014-05-13,0,0,0.93,0,0,0,0,0,0.37,0.93,,0,0,5,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whaling,0.69,to,0.28,be,0.28,monitored,0.28,by,0.28,plane,0.28,no,0.14,new,0.14,resources.,0.14,[NONE],0.28,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,24130,whaling_341,@LEANAustralia,Whaling to be monitored by plane - no new resources. http://t.co/bb7QVmZVAY,2014-05-13,0,0.21,0.64,0.21,0,0.21,0.21,0,0.64,0.64,,0,1,3,1,0,1,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,by,0.16,[NONE],0.99,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whaling,0.45,to,0.3,be,0.3,monitored,0.3,by,0.3,plane,0.3,[NONE],0.6,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monitored,0.16,[NONE],0.99,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monitored,0.16,[NONE],0.99,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,be,0.16,[NONE],0.99,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,24131,whaling_342,@DaverRaver,RT @LEANAustralia: Whaling to be monitored by plane - no new resources. http://t.co/bb7QVmZVAY,2014-05-13,0.18,0,0.88,0.18,0,0,0,0.18,0.35,0.88,,1,0,5,1,0,0,0,1,2,,Whaling,0.16,[NONE],0.99,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whaling,0.6,to,0.3,be,0.3,monitored,0.45,by,0.3,plane,0.3,[NONE],0.3,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@LEANAustralia:,0.16,[NONE],0.99,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plane,0.16,[NONE],0.99,[CHECK_FAILED],0,,,,,,
235,24132,whaling_343,@NettUrsula,Denounce Japan for #Whale Slaughter - ForceChange http://t.co/ItbVP8T77B,2014-05-13,0,0,1,0,0,0,0,0,0,1,,0,0,7,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denounce,0.32,Japan,0.48,for,0.24,#Whale,0.56,Slaughter,0.56,[NONE],0,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,24133,whaling_344,@MattAndersonBBC,@popbitch Also when BBC News embedded Jonah Fisher on the Greenpeace ship monitoring Japanese whaling - that was a good one.,2014-05-13,0.16,0,0.99,0,0,0,0,0,0,0.99,,1,0,6,0,0,0,0,0,0,,when,0.16,[NONE],0.99,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,when,0.12,BBC,0.12,News,0.12,embedded,0.12,Jonah,0.12,Fisher,0.12,on,0.12,Greenpeace,0.12,ship,0.12,monitoring,0.12,Japanese,0.59,whaling,0.71,[NONE],0.12,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,24134,whaling_345,@CatharineSanko,RT @NettUrsula: Denounce Japan for #Whale Slaughter - ForceChange http://t.co/ItbVP8T77B,2014-05-13,0,0,1,0,0,0,0,0,0,1,,0,0,7,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denounce,0.31,Japan,0.55,for,0.23,#Whale,0.55,Slaughter,0.47,ForceChange,0.16,[NONE],0,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,24135,whaling_346,@QuadFins4Fun,Japan Finds Way Around Ban on Whaling - http://t.co/sVWsI0md89 #WhaleWars,2014-05-13,0,0,0.99,0,0,0,0,0.16,0,0.99,,0,0,6,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Japan,0.55,Finds,0.22,Way,0.22,Around,0.22,Ban,0.22,on,0.22,Whaling,0.66,[NONE],0.11,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Way,0.16,[NONE],0.99,[CHECK_FAILED],0,,,,,,
235,24136,whaling_347,@T_Lee2323,RT @QuadFins4Fun: Japan Finds Way Around Ban on Whaling - http://t.co/sVWsI0md89 #WhaleWars,2014-05-13,0,0,1,0,0,0,0,0,0,1,,0,0,7,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Japan,0.57,Finds,0.28,Way,0.28,Around,0.28,Ban,0.28,on,0.19,Whaling,0.57,[NONE],0,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,24137,whaling_348,@BigHoodz,I liked a @YouTube video from @ohvaquer http://t.co/3P0I5KjPtH ASSASSINS CREED 4 BLACK FLAG PS4 GAMEPLAY - WHALING & OFFICE WORK,2014-05-13,0,0,0.16,0,0,0,0,0,0.99,0.99,,0,0,1,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WHALING,0.16,[NONE],0.99,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,24138,whaling_349,@IslandEnviro,The Whaling City will whale it up for the Morgan - http://t.co/KOXijzMFg7 Mobile Edition http://t.co/00MeDnmeL9,2014-05-13,0,0,0.44,0.22,0,0,0,0,0.87,0.87,,0,0,2,1,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whaling,0.37,whale,0.18,[NONE],0.91,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whaling,0.16,[NONE],0.99,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
