Dataset,Unit Id,Title Id,Title,Snippet Id,Snippet,Overlapping Snippet,Snippet Relevance Score,Number of Relevant Mentions,Overall Sentiment-Intensity,Relevant Mention,Relevant Mention Score,Positive Sentiment,Negative Sentiment,Neutral Sentiment,High Intensity,Low Intensity,Medium Intensity
DS1,2,43426,IWC passes pro-whaling resolution after close vote,6-Over,"Previous votes during the conference had been narrowly won by the anti-whaling group of countries , including a motion to introduce secret ballots , to introduce an exemption allowing Japanese coastal communities to whale , the elimination of a Southern Ocean whale sanctuary and a block on the IWC discussing dolphins and porpoises .",1,0.3,4,0,anti-whaling,0.47,0.8111071057,0.4866642634,0.3244428423,0,0.7071067812,0.7071067812
DS1,3,43426,IWC passes pro-whaling resolution after close vote,5-Over,"The vote does not directly enable a return to commercial whaling , as that would require a three quarters majority , but is significant in being the first time that a major vote at the IWC has sided with the pro-whaling nations in two decades .",1,0.9,11,1,,,0.2672612419,0.5345224838,0.8017837257,0,0.7071067812,0.7071067812
DS1,3,43426,IWC passes pro-whaling resolution after close vote,5-Over,"The vote does not directly enable a return to commercial whaling , as that would require a three quarters majority , but is significant in being the first time that a major vote at the IWC has sided with the pro-whaling nations in two decades .",1,0.9,11,0,vote does not directly enable a return to commercial whaling,0.07,0.2357022604,0.2357022604,0.9428090416,0,0.9805806757,0.1961161351
DS1,3,43426,IWC passes pro-whaling resolution after close vote,5-Over,"The vote does not directly enable a return to commercial whaling , as that would require a three quarters majority , but is significant in being the first time that a major vote at the IWC has sided with the pro-whaling nations in two decades .",1,0.9,11,0,IWC,0.52,0.1961161351,0,0.9805806757,0,0.9805806757,0.1961161351
DS1,3,43426,IWC passes pro-whaling resolution after close vote,5-Over,"The vote does not directly enable a return to commercial whaling , as that would require a three quarters majority , but is significant in being the first time that a major vote at the IWC has sided with the pro-whaling nations in two decades .",1,0.9,11,0,pro-whaling,0.6,0.5345224838,0.2672612419,0.8017837257,0,0.9805806757,0.1961161351
DS1,3,43426,IWC passes pro-whaling resolution after close vote,5-Over,"The vote does not directly enable a return to commercial whaling , as that would require a three quarters majority , but is significant in being the first time that a major vote at the IWC has sided with the pro-whaling nations in two decades .",1,0.9,11,0,commercial whaling,0.37,0,0.1961161351,0.9805806757,0.2357022604,0.9428090416,0.2357022604
DS1,3,43426,IWC passes pro-whaling resolution after close vote,5-Over,"The vote does not directly enable a return to commercial whaling , as that would require a three quarters majority , but is significant in being the first time that a major vote at the IWC has sided with the pro-whaling nations in two decades .",1,0.9,11,0,vote,0.3,0,0,1,0,0.9805806757,0.1961161351
DS1,3,43426,IWC passes pro-whaling resolution after close vote,5-Over,"The vote does not directly enable a return to commercial whaling , as that would require a three quarters majority , but is significant in being the first time that a major vote at the IWC has sided with the pro-whaling nations in two decades .",1,0.9,11,0,IWC has sided with pro-whaling,0.15,0.8017837257,0.5345224838,0.2672612419,0.1961161351,0.9805806757,0
DS1,3,43426,IWC passes pro-whaling resolution after close vote,5-Over,"The vote does not directly enable a return to commercial whaling , as that would require a three quarters majority , but is significant in being the first time that a major vote at the IWC has sided with the pro-whaling nations in two decades .",1,0.9,11,0,whaling,0.15,0.2357022604,0.2357022604,0.9428090416,0.1961161351,0.9805806757,0
DS1,3,43426,IWC passes pro-whaling resolution after close vote,5-Over,"The vote does not directly enable a return to commercial whaling , as that would require a three quarters majority , but is significant in being the first time that a major vote at the IWC has sided with the pro-whaling nations in two decades .",1,0.9,11,0,is significant,0.07,0.4472135955,0,0.894427191,0,0.7071067812,0.7071067812
DS1,3,43426,IWC passes pro-whaling resolution after close vote,5-Over,"The vote does not directly enable a return to commercial whaling , as that would require a three quarters majority , but is significant in being the first time that a major vote at the IWC has sided with the pro-whaling nations in two decades .",1,0.9,11,0,vote at the IWC,0.22,0,0,1,0,0.9805806757,0.1961161351
DS1,3,43426,IWC passes pro-whaling resolution after close vote,5-Over,"The vote does not directly enable a return to commercial whaling , as that would require a three quarters majority , but is significant in being the first time that a major vote at the IWC has sided with the pro-whaling nations in two decades .",1,0.9,11,0,major vote,0.15,0.1961161351,0,0.9805806757,0.2672612419,0.5345224838,0.8017837257
DS1,3,43426,IWC passes pro-whaling resolution after close vote,5-Over,"The vote does not directly enable a return to commercial whaling , as that would require a three quarters majority , but is significant in being the first time that a major vote at the IWC has sided with the pro-whaling nations in two decades .",1,0.9,11,0,does not directly enable,0.07,0,0.4472135955,0.894427191,0.2357022604,0.9428090416,0.2357022604
DS1,4,43426,IWC passes pro-whaling resolution after close vote,17-Over,A paragraph within the declaration passed at the IWC meeting suggested that a number of international NGOs with self-interest campaigns were using threats in an attempt to direct government policy `` on matters of sovereign rights related to the use of resources for food security and national development '' .,1,0.22,2,1,,,0.3651483717,0.9128709292,0.1825741858,0.1825741858,0.3651483717,0.9128709292
DS1,4,43426,IWC passes pro-whaling resolution after close vote,17-Over,A paragraph within the declaration passed at the IWC meeting suggested that a number of international NGOs with self-interest campaigns were using threats in an attempt to direct government policy `` on matters of sovereign rights related to the use of resources for food security and national development '' .,1,0.22,2,0,IWC,0.95,0.1414213562,0,0.9899494937,0,0.8574929257,0.5144957554
DS1,4,43426,IWC passes pro-whaling resolution after close vote,17-Over,A paragraph within the declaration passed at the IWC meeting suggested that a number of international NGOs with self-interest campaigns were using threats in an attempt to direct government policy `` on matters of sovereign rights related to the use of resources for food security and national development '' .,1,0.22,2,0,passed,0.32,0.7071067812,0,0.7071067812,0.1622214211,0.9733285268,0.1622214211
DS1,30,43426,IWC passes pro-whaling resolution after close vote,15-Over,"Mike Townsley from Greenpeace International said , `` Greenpeace is disgusted that any member of the IWC would seek to promote whaling based upon the false notion that whales consume so much fish that they are a threat to food security for coastal nations '' .",1,0.4,5,1,,,0,1,0,1,0,0
DS1,30,43426,IWC passes pro-whaling resolution after close vote,15-Over,"Mike Townsley from Greenpeace International said , `` Greenpeace is disgusted that any member of the IWC would seek to promote whaling based upon the false notion that whales consume so much fish that they are a threat to food security for coastal nations '' .",1,0.4,5,0,Greenpeace is disgusted that any member of the IWC would seek to promote whaling based upon the false notion that whales consume so much fish that they are a threat to food security for coastal nations,0.21,0,1,0,1,0,0
DS1,30,43426,IWC passes pro-whaling resolution after close vote,15-Over,"Mike Townsley from Greenpeace International said , `` Greenpeace is disgusted that any member of the IWC would seek to promote whaling based upon the false notion that whales consume so much fish that they are a threat to food security for coastal nations '' .",1,0.4,5,0,IWC,0.83,0,0.8,0.6,0.8,0.6,0
DS1,30,43426,IWC passes pro-whaling resolution after close vote,15-Over,"Mike Townsley from Greenpeace International said , `` Greenpeace is disgusted that any member of the IWC would seek to promote whaling based upon the false notion that whales consume so much fish that they are a threat to food security for coastal nations '' .",1,0.4,5,0,whales,0.21,0.3713906764,0,0.9284766909,0,0.9863939238,0.1643989873
DS1,30,43426,IWC passes pro-whaling resolution after close vote,15-Over,"Mike Townsley from Greenpeace International said , `` Greenpeace is disgusted that any member of the IWC would seek to promote whaling based upon the false notion that whales consume so much fish that they are a threat to food security for coastal nations '' .",1,0.4,5,0,whaling,0.21,0,0.9284766909,0.3713906764,0.9284766909,0.3713906764,0
DS1,30,43426,IWC passes pro-whaling resolution after close vote,15-Over,"Mike Townsley from Greenpeace International said , `` Greenpeace is disgusted that any member of the IWC would seek to promote whaling based upon the false notion that whales consume so much fish that they are a threat to food security for coastal nations '' .",1,0.4,5,0,promote whaling,0.42,0.6882472016,0.6882472016,0.2294157339,0.8728715609,0.2182178902,0.4364357805
DS1,31,43426,IWC passes pro-whaling resolution after close vote,20-Over,"Dr. Joth Singh from the International Fund for Animal Welfare ( IFAW ) said , `` after losing on every single proposal they brought to this meeting , the whaling countries and their supporters cooked up a non-binding statement , sprang it on the commission and pushed it to a vote - they want to kill whales , and they 're willing to kill the Commission to do it . ''",1,0.08,1,1,,,0.1240347346,0.9922778767,0,0.9615239476,0,0.2747211279
DS1,31,43426,IWC passes pro-whaling resolution after close vote,20-Over,"Dr. Joth Singh from the International Fund for Animal Welfare ( IFAW ) said , `` after losing on every single proposal they brought to this meeting , the whaling countries and their supporters cooked up a non-binding statement , sprang it on the commission and pushed it to a vote - they want to kill whales , and they 're willing to kill the Commission to do it . ''",1,0.08,1,0,sprang it on the commission and pushed it to a vote they want to kill whales and they 're willing to kill the Commission to do it,1,0,1,0,0.9922778767,0,0.1240347346
DS1,32,43426,IWC passes pro-whaling resolution after close vote,13-Over,Other whaling allowed under the IWC moratorium includes subsistence whaling by aboriginal groups .,1,0.64,6,1,,,0.5144957554,0,0.8574929257,0,0.9899494937,0.1414213562
DS1,32,43426,IWC passes pro-whaling resolution after close vote,13-Over,Other whaling allowed under the IWC moratorium includes subsistence whaling by aboriginal groups .,1,0.64,6,0,the IWC moratorium,0.2,0.1414213562,0,0.9899494937,0,1,0
DS1,32,43426,IWC passes pro-whaling resolution after close vote,13-Over,Other whaling allowed under the IWC moratorium includes subsistence whaling by aboriginal groups .,1,0.64,6,0,whaling allowed under the IWC moratorium includes subsistence whaling,0.2,0.1825741858,0.3651483717,0.9128709292,0,0.8574929257,0.5144957554
DS1,32,43426,IWC passes pro-whaling resolution after close vote,13-Over,Other whaling allowed under the IWC moratorium includes subsistence whaling by aboriginal groups .,1,0.64,6,0,IWC,0.82,0,0,1,0,0.9899494937,0.1414213562
DS1,32,43426,IWC passes pro-whaling resolution after close vote,13-Over,Other whaling allowed under the IWC moratorium includes subsistence whaling by aboriginal groups .,1,0.64,6,0,whaling,0.41,0.1825741858,0.3651483717,0.9128709292,0,0.9486832981,0.316227766
DS1,32,43426,IWC passes pro-whaling resolution after close vote,13-Over,Other whaling allowed under the IWC moratorium includes subsistence whaling by aboriginal groups .,1,0.64,6,0,whaling allowed under the IWC moratorium,0.2,0.7071067812,0,0.7071067812,0,0.9486832981,0.316227766
DS1,32,43426,IWC passes pro-whaling resolution after close vote,13-Over,Other whaling allowed under the IWC moratorium includes subsistence whaling by aboriginal groups .,1,0.64,6,0,IWC moratorium includes,0.2,0.316227766,0,0.9486832981,0,0.9899494937,0.1414213562
DS1,33,43426,IWC passes pro-whaling resolution after close vote,23-Over,"The IWC has historically always voted against pro-whaling motions by a majority of around ten votes , but the number of members favoring a return to commercial whaling has increased in recent years , with Japan persuading several new countries to join the IWC , including many that have never done any whaling at all .",1,0.56,9,1,,,0.1690308509,0.5070925528,0.8451542547,0.1690308509,0.5070925528,0.8451542547
DS1,33,43426,IWC passes pro-whaling resolution after close vote,23-Over,"The IWC has historically always voted against pro-whaling motions by a majority of around ten votes , but the number of members favoring a return to commercial whaling has increased in recent years , with Japan persuading several new countries to join the IWC , including many that have never done any whaling at all .",1,0.56,9,0,IWC has historically always voted against pro-whaling motions by a majority of around ten votes but the number of members favoring a return to commercial whaling has increased in recent years,0.14,0.174077656,0.6963106238,0.6963106238,0.1690308509,0.8451542547,0.5070925528
DS1,33,43426,IWC passes pro-whaling resolution after close vote,23-Over,"The IWC has historically always voted against pro-whaling motions by a majority of around ten votes , but the number of members favoring a return to commercial whaling has increased in recent years , with Japan persuading several new countries to join the IWC , including many that have never done any whaling at all .",1,0.56,9,0,IWC,0.7,0,0.1240347346,0.9922778767,0.1690308509,0.8451542547,0.5070925528
DS1,33,43426,IWC passes pro-whaling resolution after close vote,23-Over,"The IWC has historically always voted against pro-whaling motions by a majority of around ten votes , but the number of members favoring a return to commercial whaling has increased in recent years , with Japan persuading several new countries to join the IWC , including many that have never done any whaling at all .",1,0.56,9,0,IWC,0.28,0,0.1240347346,0.9922778767,0.1690308509,0.8451542547,0.5070925528
DS1,33,43426,IWC passes pro-whaling resolution after close vote,23-Over,"The IWC has historically always voted against pro-whaling motions by a majority of around ten votes , but the number of members favoring a return to commercial whaling has increased in recent years , with Japan persuading several new countries to join the IWC , including many that have never done any whaling at all .",1,0.56,9,0,pro-whaling,0.56,0.3713906764,0.5570860145,0.7427813527,0,0.9615239476,0.2747211279
DS1,33,43426,IWC passes pro-whaling resolution after close vote,23-Over,"The IWC has historically always voted against pro-whaling motions by a majority of around ten votes , but the number of members favoring a return to commercial whaling has increased in recent years , with Japan persuading several new countries to join the IWC , including many that have never done any whaling at all .",1,0.56,9,0,IWC has historically always voted against pro-whaling motions by a,0.14,0.7427813527,0.3713906764,0.5570860145,0,0.7808688094,0.6246950476
DS1,33,43426,IWC passes pro-whaling resolution after close vote,23-Over,"The IWC has historically always voted against pro-whaling motions by a majority of around ten votes , but the number of members favoring a return to commercial whaling has increased in recent years , with Japan persuading several new countries to join the IWC , including many that have never done any whaling at all .",1,0.56,9,0,favoring a return to commercial whaling,0.14,0,0.7808688094,0.6246950476,0.1690308509,0.8451542547,0.5070925528
DS1,33,43426,IWC passes pro-whaling resolution after close vote,23-Over,"The IWC has historically always voted against pro-whaling motions by a majority of around ten votes , but the number of members favoring a return to commercial whaling has increased in recent years , with Japan persuading several new countries to join the IWC , including many that have never done any whaling at all .",1,0.56,9,0,increased in recent years,0.14,0.1690308509,0.5070925528,0.8451542547,0,0.7808688094,0.6246950476
DS1,33,43426,IWC passes pro-whaling resolution after close vote,23-Over,"The IWC has historically always voted against pro-whaling motions by a majority of around ten votes , but the number of members favoring a return to commercial whaling has increased in recent years , with Japan persuading several new countries to join the IWC , including many that have never done any whaling at all .",1,0.56,9,0,whaling,0.14,0.174077656,0.6963106238,0.6963106238,0.1690308509,0.8451542547,0.5070925528
DS1,33,43426,IWC passes pro-whaling resolution after close vote,23-Over,"The IWC has historically always voted against pro-whaling motions by a majority of around ten votes , but the number of members favoring a return to commercial whaling has increased in recent years , with Japan persuading several new countries to join the IWC , including many that have never done any whaling at all .",1,0.56,9,0,Japan,0.14,0,0.1240347346,0.9922778767,0.1561737619,0.9370425713,0.3123475238
DS1,34,43426,IWC passes pro-whaling resolution after close vote,7-Over,"Commercial whaling has been banned under the IWC moratorium since 1986 , but some whaling has been able to continue .",1,0.32,5,1,,,0.4850712501,0.4850712501,0.7276068751,0,0.8,0.6
DS1,34,43426,IWC passes pro-whaling resolution after close vote,7-Over,"Commercial whaling has been banned under the IWC moratorium since 1986 , but some whaling has been able to continue .",1,0.32,5,0,Commercial whaling has been banned under the IWC moratorium since 1986,0.3,0.7276068751,0.4850712501,0.4850712501,0,0.6,0.8
DS1,34,43426,IWC passes pro-whaling resolution after close vote,7-Over,"Commercial whaling has been banned under the IWC moratorium since 1986 , but some whaling has been able to continue .",1,0.32,5,0,IWC,0.6,0,0.1643989873,0.9863939238,0,0.9863939238,0.1643989873
DS1,34,43426,IWC passes pro-whaling resolution after close vote,7-Over,"Commercial whaling has been banned under the IWC moratorium since 1986 , but some whaling has been able to continue .",1,0.32,5,0,whaling,0.6,0,0.6,0.8,0.1924500897,0.9622504486,0.1924500897
DS1,34,43426,IWC passes pro-whaling resolution after close vote,7-Over,"Commercial whaling has been banned under the IWC moratorium since 1986 , but some whaling has been able to continue .",1,0.32,5,0,IWC moratorium,0.3,0.1924500897,0.1924500897,0.9622504486,0.1924500897,0.9622504486,0.1924500897
DS1,34,43426,IWC passes pro-whaling resolution after close vote,7-Over,"Commercial whaling has been banned under the IWC moratorium since 1986 , but some whaling has been able to continue .",1,0.32,5,0,banned,0.3,0.2294157339,0.6882472016,0.6882472016,0,0.9284766909,0.3713906764
DS1,67,43426,IWC passes pro-whaling resolution after close vote,14-Over,Greenpeace activist Adele blogged the news from their Stockholm office expressing reservations over the legitimacy of the vote saying it would `` change little or nothing '' as previous votes had already been passed in favour of the anti-whaling group of countries .,1,0.25,5,1,,,0,0.9899494937,0.1414213562,0.4264014327,0.6396021491,0.6396021491
DS1,67,43426,IWC passes pro-whaling resolution after close vote,14-Over,Greenpeace activist Adele blogged the news from their Stockholm office expressing reservations over the legitimacy of the vote saying it would `` change little or nothing '' as previous votes had already been passed in favour of the anti-whaling group of countries .,1,0.25,5,0,vote,0.45,0,0.5144957554,0.8574929257,0,0.8574929257,0.5144957554
DS1,67,43426,IWC passes pro-whaling resolution after close vote,14-Over,Greenpeace activist Adele blogged the news from their Stockholm office expressing reservations over the legitimacy of the vote saying it would `` change little or nothing '' as previous votes had already been passed in favour of the anti-whaling group of countries .,1,0.25,5,0,reservations over the legitimacy of the vote saying it would,0.45,0,0.9899494937,0.1414213562,0.1961161351,0.5883484054,0.7844645406
DS1,67,43426,IWC passes pro-whaling resolution after close vote,14-Over,Greenpeace activist Adele blogged the news from their Stockholm office expressing reservations over the legitimacy of the vote saying it would `` change little or nothing '' as previous votes had already been passed in favour of the anti-whaling group of countries .,1,0.25,5,0,previous votes had already been passed in favour,0.45,0.8164965809,0.4082482905,0.4082482905,0,0.5144957554,0.8574929257
DS1,67,43426,IWC passes pro-whaling resolution after close vote,14-Over,Greenpeace activist Adele blogged the news from their Stockholm office expressing reservations over the legitimacy of the vote saying it would `` change little or nothing '' as previous votes had already been passed in favour of the anti-whaling group of countries .,1,0.25,5,0,the vote saying it would change little or nothing,0.45,0,0.9899494937,0.1414213562,0.1622214211,0.1622214211,0.9733285268
DS1,67,43426,IWC passes pro-whaling resolution after close vote,14-Over,Greenpeace activist Adele blogged the news from their Stockholm office expressing reservations over the legitimacy of the vote saying it would `` change little or nothing '' as previous votes had already been passed in favour of the anti-whaling group of countries .,1,0.25,5,0,previous votes had already been passed in favour of the anti-whaling group of countries,0.45,0.9128709292,0.1825741858,0.3651483717,0,0.316227766,0.9486832981
DS1,68,43426,IWC passes pro-whaling resolution after close vote,22-Over,"Japanese commissioner , Mr Minoru Morimoto , praised the winning vote and said the declaration `` added weight to Japan 's proposal to normalize the IWC and bring it back to its original function of managing and regulating sustainable commercial whaling . ''",1,0.49,9,1,,,0.9486832981,0,0.316227766,0.4082482905,0.4082482905,0.8164965809
DS1,68,43426,IWC passes pro-whaling resolution after close vote,22-Over,"Japanese commissioner , Mr Minoru Morimoto , praised the winning vote and said the declaration `` added weight to Japan 's proposal to normalize the IWC and bring it back to its original function of managing and regulating sustainable commercial whaling . ''",1,0.49,9,0,managing,0.16,0.316227766,0,0.9486832981,0,0.9486832981,0.316227766
DS1,68,43426,IWC passes pro-whaling resolution after close vote,22-Over,"Japanese commissioner , Mr Minoru Morimoto , praised the winning vote and said the declaration `` added weight to Japan 's proposal to normalize the IWC and bring it back to its original function of managing and regulating sustainable commercial whaling . ''",1,0.49,9,0,regulating,0.16,0.316227766,0,0.9486832981,0,0.9486832981,0.316227766
DS1,68,43426,IWC passes pro-whaling resolution after close vote,22-Over,"Japanese commissioner , Mr Minoru Morimoto , praised the winning vote and said the declaration `` added weight to Japan 's proposal to normalize the IWC and bring it back to its original function of managing and regulating sustainable commercial whaling . ''",1,0.49,9,0,commercial whaling,0.49,0,0.316227766,0.9486832981,0,0.9899494937,0.1414213562
DS1,68,43426,IWC passes pro-whaling resolution after close vote,22-Over,"Japanese commissioner , Mr Minoru Morimoto , praised the winning vote and said the declaration `` added weight to Japan 's proposal to normalize the IWC and bring it back to its original function of managing and regulating sustainable commercial whaling . ''",1,0.49,9,0,winning vote,0.32,0.8574929257,0,0.5144957554,0,0.8574929257,0.5144957554
DS1,68,43426,IWC passes pro-whaling resolution after close vote,22-Over,"Japanese commissioner , Mr Minoru Morimoto , praised the winning vote and said the declaration `` added weight to Japan 's proposal to normalize the IWC and bring it back to its original function of managing and regulating sustainable commercial whaling . ''",1,0.49,9,0,whaling,0.16,0.3651483717,0.1825741858,0.9128709292,0,0.8574929257,0.5144957554
DS1,68,43426,IWC passes pro-whaling resolution after close vote,22-Over,"Japanese commissioner , Mr Minoru Morimoto , praised the winning vote and said the declaration `` added weight to Japan 's proposal to normalize the IWC and bring it back to its original function of managing and regulating sustainable commercial whaling . ''",1,0.49,9,0,IWC,0.65,0,0.316227766,0.9486832981,0,0.8574929257,0.5144957554
DS1,68,43426,IWC passes pro-whaling resolution after close vote,22-Over,"Japanese commissioner , Mr Minoru Morimoto , praised the winning vote and said the declaration `` added weight to Japan 's proposal to normalize the IWC and bring it back to its original function of managing and regulating sustainable commercial whaling . ''",1,0.49,9,0,praised the winning vote,0.32,0.8574929257,0,0.5144957554,0.1961161351,0.7844645406,0.5883484054
DS1,68,43426,IWC passes pro-whaling resolution after close vote,22-Over,"Japanese commissioner , Mr Minoru Morimoto , praised the winning vote and said the declaration `` added weight to Japan 's proposal to normalize the IWC and bring it back to its original function of managing and regulating sustainable commercial whaling . ''",1,0.49,9,0,Japan 's proposal to normalize the IWC,0.16,0.5883484054,0.1961161351,0.7844645406,0,0.7071067812,0.7071067812
DS1,68,43426,IWC passes pro-whaling resolution after close vote,22-Over,"Japanese commissioner , Mr Minoru Morimoto , praised the winning vote and said the declaration `` added weight to Japan 's proposal to normalize the IWC and bring it back to its original function of managing and regulating sustainable commercial whaling . ''",1,0.49,9,0,added weight to Japan 's proposal to normalize the IWC,0.16,0.5883484054,0.1961161351,0.7844645406,0,0.8574929257,0.5144957554
DS1,69,43426,IWC passes pro-whaling resolution after close vote,4-Over,"The vote is considered a victory for Japan , which has long argued for a return to commercial whaling , and has been ` recruiting ' sympathetic nations to join the IWC in order to bolster its vote .",1,0.82,10,1,,,0.9622504486,0.1924500897,0.1924500897,0,0.8,0.6
DS1,69,43426,IWC passes pro-whaling resolution after close vote,4-Over,"The vote is considered a victory for Japan , which has long argued for a return to commercial whaling , and has been ` recruiting ' sympathetic nations to join the IWC in order to bolster its vote .",1,0.82,10,0,vote,0.51,0,0,1,0,0.9863939238,0.1643989873
DS1,69,43426,IWC passes pro-whaling resolution after close vote,4-Over,"The vote is considered a victory for Japan , which has long argued for a return to commercial whaling , and has been ` recruiting ' sympathetic nations to join the IWC in order to bolster its vote .",1,0.82,10,0,IWC,0.62,0.1643989873,0,0.9863939238,0.1643989873,0.9863939238,0
DS1,69,43426,IWC passes pro-whaling resolution after close vote,4-Over,"The vote is considered a victory for Japan , which has long argued for a return to commercial whaling , and has been ` recruiting ' sympathetic nations to join the IWC in order to bolster its vote .",1,0.82,10,0,whaling,0.41,0,0.3713906764,0.9284766909,0,0.9863939238,0.1643989873
DS1,69,43426,IWC passes pro-whaling resolution after close vote,4-Over,"The vote is considered a victory for Japan , which has long argued for a return to commercial whaling , and has been ` recruiting ' sympathetic nations to join the IWC in order to bolster its vote .",1,0.82,10,0,vote is considered a victory for Japan,0.21,0.9284766909,0,0.3713906764,0,0.6,0.8
DS1,69,43426,IWC passes pro-whaling resolution after close vote,4-Over,"The vote is considered a victory for Japan , which has long argued for a return to commercial whaling , and has been ` recruiting ' sympathetic nations to join the IWC in order to bolster its vote .",1,0.82,10,0,return to commercial whaling,0.1,0,0.3713906764,0.9284766909,0,0.9863939238,0.1643989873
DS1,69,43426,IWC passes pro-whaling resolution after close vote,4-Over,"The vote is considered a victory for Japan , which has long argued for a return to commercial whaling , and has been ` recruiting ' sympathetic nations to join the IWC in order to bolster its vote .",1,0.82,10,0,return,0.1,0,0,1,0,0.9863939238,0.1643989873
DS1,69,43426,IWC passes pro-whaling resolution after close vote,4-Over,"The vote is considered a victory for Japan , which has long argued for a return to commercial whaling , and has been ` recruiting ' sympathetic nations to join the IWC in order to bolster its vote .",1,0.82,10,0,commercial whaling,0.31,0.2182178902,0.4364357805,0.8728715609,0,0.9284766909,0.3713906764
DS1,69,43426,IWC passes pro-whaling resolution after close vote,4-Over,"The vote is considered a victory for Japan , which has long argued for a return to commercial whaling , and has been ` recruiting ' sympathetic nations to join the IWC in order to bolster its vote .",1,0.82,10,0,considered a victory for Japan,0.1,0.9622504486,0.1924500897,0.1924500897,0,0.8,0.6
DS1,69,43426,IWC passes pro-whaling resolution after close vote,4-Over,"The vote is considered a victory for Japan , which has long argued for a return to commercial whaling , and has been ` recruiting ' sympathetic nations to join the IWC in order to bolster its vote .",1,0.82,10,0,recruiting sympathetic nations to join the IWC,0.1,0.3713906764,0,0.9284766909,0,0.9863939238,0.1643989873
DS1,69,43426,IWC passes pro-whaling resolution after close vote,4-Over,"The vote is considered a victory for Japan , which has long argued for a return to commercial whaling , and has been ` recruiting ' sympathetic nations to join the IWC in order to bolster its vote .",1,0.82,10,0,recruiting sympathetic nations to join the IWC in order to bolster its vote,0.1,0.6882472016,0.2294157339,0.6882472016,0,0.9284766909,0.3713906764
DS1,78,43426,IWC passes pro-whaling resolution after close vote,18-NonOver,"In response , Greenpeace says they were dedicated to the principles of `` peaceful protests '' , adding that the threat was to the world 's whales .",0,0.11,1,1,,,0.9128709292,0.1825741858,0.3651483717,0.1961161351,0.5883484054,0.7844645406
DS1,78,43426,IWC passes pro-whaling resolution after close vote,18-NonOver,"In response , Greenpeace says they were dedicated to the principles of `` peaceful protests '' , adding that the threat was to the world 's whales .",0,0.11,1,0,whales,1,0.1414213562,0,0.9899494937,0,0.9486832981,0.316227766
DS1,116,43426,IWC passes pro-whaling resolution after close vote,8-NonOver,Japan and Iceland have hunted a number of Minke whales every year under an exemption for ` scientific whaling ' .,0,0.08,1,1,,,0.1825741858,0.3651483717,0.9128709292,0,0.9899494937,0.1414213562
DS1,116,43426,IWC passes pro-whaling resolution after close vote,8-NonOver,Japan and Iceland have hunted a number of Minke whales every year under an exemption for ` scientific whaling ' .,0,0.08,1,0,whaling,1,0,0.5144957554,0.8574929257,0,0.9486832981,0.316227766
DS1,117,43426,IWC passes pro-whaling resolution after close vote,11-NonOver,"However , the whale meat from scientific whaling catches is usually sold commercially in order to fund the research .",0,0.08,1,1,,,0.7071067812,0,0.7071067812,0,0.9486832981,0.316227766
DS1,117,43426,IWC passes pro-whaling resolution after close vote,11-NonOver,"However , the whale meat from scientific whaling catches is usually sold commercially in order to fund the research .",0,0.08,1,0,whaling,1,0.1825741858,0.3651483717,0.9128709292,0.1622214211,0.9733285268,0.1622214211
DS1,118,43426,IWC passes pro-whaling resolution after close vote,10-NonOver,"The stated aims of scientific whaling are to examine the stomach contents of captured whales , in order to examine the whale ecosystem and the effect that whales may have on fish stocks .",0,0.08,1,1,,,0.7427813527,0.3713906764,0.5570860145,0.3481553119,0.8703882798,0.3481553119
DS1,118,43426,IWC passes pro-whaling resolution after close vote,10-NonOver,"The stated aims of scientific whaling are to examine the stomach contents of captured whales , in order to examine the whale ecosystem and the effect that whales may have on fish stocks .",0,0.08,1,0,whaling,1,0.174077656,0.6963106238,0.6963106238,0,0.7808688094,0.6246950476
DS1,119,43426,IWC passes pro-whaling resolution after close vote,12-NonOver,"Some observers , including scientists from New Zealand , have accused Japan and Iceland of simply using scientific whaling as a legal loophole .",0,0.16,1,1,,,0,1,0,0.4866642634,0.3244428423,0.8111071057
DS1,119,43426,IWC passes pro-whaling resolution after close vote,12-NonOver,"Some observers , including scientists from New Zealand , have accused Japan and Iceland of simply using scientific whaling as a legal loophole .",0,0.16,1,0,whaling,1,0,0.8320502943,0.5547001962,0.15430335,0.7715167498,0.6172133998
DS1,104,48098,Confrontation between Greenpeace and fishermen off Marseille,5-Over,"The confrontation was settled when Greenpeace accepted that a ship of the French Navy , the oceanic tug Abeille Flandre , escort her to another harbour for supply , before leaving for Spain .",1,0.8,10,1,,,0.7844645406,0.1961161351,0.5883484054,0,0.7071067812,0.7071067812
DS1,104,48098,Confrontation between Greenpeace and fishermen off Marseille,5-Over,"The confrontation was settled when Greenpeace accepted that a ship of the French Navy , the oceanic tug Abeille Flandre , escort her to another harbour for supply , before leaving for Spain .",1,0.8,10,0,confrontation,0.68,0,0.9486832981,0.316227766,0,0.9486832981,0.316227766
DS1,104,48098,Confrontation between Greenpeace and fishermen off Marseille,5-Over,"The confrontation was settled when Greenpeace accepted that a ship of the French Navy , the oceanic tug Abeille Flandre , escort her to another harbour for supply , before leaving for Spain .",1,0.8,10,0,Greenpeace,0.68,0,0,1,0,1,0
