	index	Dataset	Tweet Id	Tweet Author	Tweet Date	Tweet Seed Index	Tweet Content	Tweet Event Relevance Score	Number of Relevant Mentions	Overall Sentiment-Intensity	Relevant Mention	Relevant Mention Score	Positive Sentiment	Negative Sentiment	Neutral Sentiment	High Intensity	Low Intensity	Medium Intensity	Unnamed: 17	Unnamed: 18	Unnamed: 19	Unnamed: 20	Unnamed: 21	Unnamed: 22	Unnamed: 23	Unnamed: 24	Unnamed: 25	Unnamed: 26	Unnamed: 27	Unnamed: 28	Unnamed: 29	Unnamed: 30	Unnamed: 31	Unnamed: 32	Unnamed: 33	Unnamed: 34	Unnamed: 35	Unnamed: 36	Unnamed: 37	Unnamed: 38	Unnamed: 39	Unnamed: 40	Unnamed: 41	Unnamed: 42	Unnamed: 43	Unnamed: 44	Unnamed: 45	Unnamed: 46	Unnamed: 47	Unnamed: 48	Unnamed: 49	Unnamed: 50	Unnamed: 51	Unnamed: 52	Unnamed: 53	Unnamed: 54	Unnamed: 55	Unnamed: 56	Unnamed: 57	Unnamed: 58	Unnamed: 59	Unnamed: 60	Unnamed: 61	Unnamed: 62	Unnamed: 63	Unnamed: 64	Unnamed: 65	Unnamed: 66	Unnamed: 67	Unnamed: 68	Unnamed: 69	Unnamed: 70	Unnamed: 71	Unnamed: 72	Unnamed: 73	Unnamed: 74	Unnamed: 75	Unnamed: 76	Unnamed: 77	Unnamed: 78	Unnamed: 79	Unnamed: 80	Unnamed: 81	Unnamed: 82	Unnamed: 83	Unnamed: 84	Unnamed: 85	Unnamed: 86	Unnamed: 87	Unnamed: 88	Unnamed: 89	Unnamed: 90	Unnamed: 91	Unnamed: 92	Unnamed: 93	Unnamed: 94	Unnamed: 95	Unnamed: 96	Unnamed: 97	Unnamed: 98	Unnamed: 99	Unnamed: 100	Unnamed: 101	Unnamed: 102	Unnamed: 103	Unnamed: 104	Unnamed: 105	Unnamed: 106	Unnamed: 107	Unnamed: 108	Unnamed: 109	Unnamed: 110	Unnamed: 111	Unnamed: 112	Unnamed: 113	Unnamed: 114	Unnamed: 115	Unnamed: 116	Unnamed: 117	Unnamed: 118	Unnamed: 119	Unnamed: 120	Unnamed: 121	Unnamed: 122	Unnamed: 123	Unnamed: 124	Unnamed: 125	Unnamed: 126	Unnamed: 127	Unnamed: 128	Unnamed: 129	Unnamed: 130	Unnamed: 131	Unnamed: 132	Unnamed: 133	Unnamed: 134	Unnamed: 135	Unnamed: 136	Unnamed: 137	Unnamed: 138	Unnamed: 139	Unnamed: 140	Unnamed: 141	Unnamed: 142	Unnamed: 143	Unnamed: 144	Unnamed: 145	Unnamed: 146	Unnamed: 147	Unnamed: 148	Unnamed: 149	Unnamed: 150	Unnamed: 151	Unnamed: 152	Unnamed: 153	Unnamed: 154	Unnamed: 155	Unnamed: 156	Unnamed: 157	Unnamed: 158	Unnamed: 159	Unnamed: 160
441	441	DS2	24115	@katrinataylor17	2014-05-12	whaling_326	Denounce Japan for Whale Slaughter - ForceChange http://t.co/uPgYyRtDn9	0.94	5.0	1			0.0	0.9922778767	0.1240347346	0.5773502692	0.5773502692	0.5773502692																																																																																																																																																
442	442	DS3	38592	@Yushin_Maru_No2	Fri Mar 13 10:15:50 +0000 2015		Support for whaling is on the rise. http://t.co/WRfvV52vl7 … #Tweet4Taiji #ShutTaijiDown #tweet4dolphins #opkillingbay #seashepherd	0.93	7.0	1			0.7071067812	0.7071067812	0.0	0.0	0.4472135955	0.894427191																																																																																																																																																
443	443	DS2	24095	@RodneyTimes	2014-05-11	whaling_306	Dolphin advocate and scientist to speak to International Whaling Commission - NZ sitting on its hands http://t.co/npu928lR73 via @sharethis	0.93	4.0	1			0.2672612419	0.5345224838	0.8017837257	0.0	0.9805806757	0.1961161351																																																																																																																																																
444	444	DS2	23861	@abou93270	2014-04-30	whaling_66	"Epic ""YEET"" Compilation - Vine Internet Craze! #YEET #Lebroning #Whaling: http://t.co/4Gub78kk5a via @YouTube"	0.93	2.0	1			0.9863939238	0.0	0.1643989873	0.2294157339	0.6882472016	0.6882472016																																																																																																																																																
445	445	DS2	24305	@thewhaling	2014-05-23	whaling_522	"RT @marconi259: Epic ""YEET"" Compilation - Vine Internet Craze! #YEET #Lebroning #Whaling: http://t.co/6GuiqlWlIx via @YouTube"	0.93	1.0	1			0.1561737619	0.3123475238	0.9370425713	0.3481553119	0.3481553119	0.8703882798																																																																																																																																																
446	446	DS2	24171	@MusicForDolphin	2014-05-15	whaling_384	#SOSMauisDolphins INTERNATIONAL WHALING COMMISSION TO CONSIDER IMMINENT EXTINCTION OF MAUI’S DOLPHINS - New... http://t.co/FLM1pot6PY	0.93	7.0	1			0.2294157339	0.6882472016	0.6882472016	0.6882472016	0.6882472016	0.2294157339																																																																																																																																																
447	447	DS2	24007	@DrKimShepherd	2014-05-07	whaling_216	@FetchBoris @seashepherd 'due to external violent disturbances by an anti-whaling group' - I'm sure the whales experienced similar thoughts!	0.93	3.0	1			0.242535625	0.9701425001	0.0	0.15430335	0.6172133998	0.7715167498																																																																																																																																																
448	448	DS3	38582	@perrys2271	Fri Mar 13 12:34:15 +0000 2015		RT @sciam: Commercial #whaling wiped out almost 3 million animals in the 20th century: http://t.co/zAS6uehJfs #science http://t.co/BKJi8oaP…	0.93	5.0	1			0.0	1.0	0.0	0.9733285268	0.1622214211	0.1622214211																																																																																																																																																
449	449	DS2	24054	@SongsOfTheHunt	2014-05-09	whaling_265	National Anthems of Great Current Whaling Nations - Greenland - http://t.co/zvpPo5ZTsB #Tweet4Taiji #TheCove #SeaShepherd	0.93	4.0	1			0.4264014327	0.6396021491	0.6396021491	0.1961161351	0.7844645406	0.5883484054																																																																																																																																																
450	450	DS3	38677	@Kindly_Vegan	Fri Mar 13 00:39:17 +0000 2015		We all are EARTH CREATURES! If you eat other's meat YOU ARE A MURDERING SCUM CANNIBAL! END WHALING! #Tweet4Taiji #thecove #seashepherd	0.93	3.0	1			0.1240347346	0.9922778767	0.0	0.7808688094	0.0	0.6246950476																																																																																																																																																
451	451	DS3	38937	@Yushin_Maru_No2	Sun Mar 15 04:15:54 +0000 2015		"Whaling Facts - http://t.co/nPrWHfx5u6 
#Tweet4Taiji #ShutTaijiDown #tweet4dolphins #opkillingbay #seashepherd #coveguardians"	0.93	5.0	1			0.3713906764	0.7427813527	0.5570860145	0.0	0.6246950476	0.7808688094																																																																																																																																																
452	452	DS3	39003	@minotauresse	Thu Mar 12 21:09:09 +0000 2015		RT @SandyMcElhaney: Makah Whaling – Whales Must Be Protected in U.S. Waters http://t.co/OUS4XNZB7t via @SeaShepherd_USA @captpaulwatson	0.93	4.0	1			1.0	0.0	0.0	0.1825741858	0.3651483717	0.9128709292																																																																																																																																																
453	453	DS3	38999	@SongOfTheHunt	Wed Mar 11 21:39:00 +0000 2015		National Anthems of Great Current Whaling Nations - Norway - http://t.co/7zykCnoJdJ #Tweet4Taiji #SeaShepherd #thecove	0.93	3.0	1			0.0	0.0	1.0	0.1622214211	0.9733285268	0.1622214211																																																																																																																																																
454	454	DS2	23971	@MXTP_RADIO	2014-05-05	whaling_180	#NowPlaying -> Bonnie 'Prince' Billy - New Whaling (tune in here: http://t.co/sq7GF3gpZP)	0.93	3.0	1			0.2182178902	0.4364357805	0.8728715609	0.0	0.9863939238	0.1643989873																																																																																																																																																
455	455	DS3	38966	@Yushin_Maru_No2	Wed Mar 11 15:16:35 +0000 2015		Support for whaling is on the rise. http://t.co/WRfvV52vl7 … #Tweet4Taiji #ShutTaijiDown #tweet4dolphins #opkillingbay #seashepherd	0.93	5.0	1			0.1825741858	0.9128709292	0.3651483717	0.0	0.8574929257	0.5144957554																																																																																																																																																
456	456	DS2	24235	@allanimalrights	2014-05-17	whaling_450	#AAR #AnimalRights Whaling - an historical background - to present day | http://t.co/YZVVQlhekH	0.93	2.0	1			0.0	0.1240347346	0.9922778767	0.0	0.9922778767	0.1240347346																																																																																																																																																
457	457	DS3	38680	@umodoni	Sun Mar 15 17:17:00 +0000 2015		.@DRBreaking Denmark is Pro Whaling as they support Faroe’s Grindadrap – Please end this now! http://t.co/DSQXdoSQ5M #BloodEclipse	0.93	3.0	1			0.0	0.9899494937	0.1414213562	0.5883484054	0.1961161351	0.7844645406																																																																																																																																																
458	458	DS3	38641	@liuwailing	Sun Mar 15 00:59:38 +0000 2015		Makah Whaling – Whales Must Be Protected in U.S. Waters http://t.co/19R1ycxaZe 來自 @wordpressdotcom	0.93	4.0	1			1.0	0.0	0.0	0.8164965809	0.4082482905	0.4082482905																																																																																																																																																
459	459	DS2	23848	@akornblatt	2014-04-30	whaling_53	Shame on Japan! - Japan to defy UN court and continue #whaling  http://t.co/ZdwiIpjkd7 via @greenpeace	0.93	5.0	1			0.1961161351	0.9805806757	0.0	0.2672612419	0.5345224838	0.8017837257																																																																																																																																																
460	460	DS2	23874	@kellynicola	2014-04-30	whaling_79	Denounce Japan for Whale Slaughter - ForceChange http://t.co/UvEa4eu3Wc EVIL! Japanese people deserve better than this reputation!	0.93	5.0	1			0.4472135955	0.894427191	0.0	0.0	0.7808688094	0.6246950476																																																																																																																																																
461	461	DS2	23836	@mycatswhiskers2	2014-04-29	whaling_40	Denounce Japan 4 Whale Slaughter - ForceChange http://t.co/2vnU1GJInp #Japanpoli #STOPkillingwhales obey the law #barbaricJapan stop lying!	0.93	5.0	1			0.2672612419	0.5345224838	0.8017837257	0.2357022604	0.9428090416	0.2357022604																																																																																																																																																
462	462	DS2	24128	@thewhaling	2014-05-13	whaling_339	RT @bina81: First minke whales of the season killed off Iceland - WDC: http://t.co/1yevVGtCbh #whaling #iceland	0.93	9.0	1			0.4472135955	0.894427191	0.0	0.0	0.2747211279	0.9615239476																																																																																																																																																
463	463	DS2	24302	@thewhaling	2014-05-23	whaling_518	"RT @AquarianBlaque: Epic ""YEET"" Compilation - Vine Internet Craze! #YEET #Lebroning #Whaling: http://t.co/T5E8JM48Cv via @YouTube"	0.89	2.0	1			0.1690308509	0.5070925528	0.8451542547	0.0	0.894427191	0.4472135955																																																																																																																																																
464	464	DS3	38620	@its_trio	Sun Mar 15 21:06:51 +0000 2015		Humans Killed Nearly 3 Million Whales in the 20th Century: International whaling bans have been in effect sinc... http://t.co/4P7AI5fFI1	0.89	3.0	1			0.0	0.9805806757	0.1961161351	0.8017837257	0.5345224838	0.2672612419																																																																																																																																																
465	465	DS2	24101	@SeaShepherdONT	2014-05-12	whaling_312	Sea Shepherd Conservation Society Australia - Sea Shepherd Responds to Whaling Industry Plans... http://t.co/Yt8LDbDM5L	0.89		1																																																																																																			Australia	0.25	Sea	0.25	Shepherd	0.25	Responds	0.25	Whaling	0.75	Industry	0.25	Plans...	0.25	[NONE]	0.25	[CHECK_FAILED]	0																																	[NONE]	1.0	[CHECK_FAILED]	0.0
466	466	DS3	38656	@Sebastianne_RA	Mon Mar 16 09:57:59 +0000 2015		.@SkyNews 1 of only 2 places on Earth to view solar eclipse..Faroe Islands..but many won’t visit due to whaling tradition #BloodEclipse	0.89	1.0	1			0.0	1.0	0.0	0.2182178902	0.8728715609	0.4364357805																																																																																																																																																
467	467	DS2	23810	@Ocean_Pig	2014-04-29	whaling_11	Recipe - Alaska Whale Stew - http://t.co/NtHytl5Q23 #Tweet4Taiji #thecove #whaling #seashepherd	0.89	3.0	1			0.0	0.4472135955	0.894427191	0.2357022604	0.9428090416	0.2357022604																																																																																																																																																
468	468	DS3	38673	@kkarenzhanghao	Sun Mar 15 21:06:38 +0000 2015		Humans Killed Nearly 3 Million Whales in the 20th Century: International whaling bans have been in effect sinc... http://t.co/y2nqrQlmOM	0.89	4.0	1			0.0	1.0	0.0	0.7071067812	0.0	0.7071067812																																																																																																																																																
469	469	DS2	2	@pauld4dog	2014-04-29	whaling_8	Why Norway should just let whaling die - WDC http://t.co/4l8xvgvCcP	0.89	2.0	1			0.7071067812	0.0	0.7071067812	0.2357022604	0.9428090416	0.2357022604																																																																																																																																																
470	470	DS3	38947	@TaijiHunt	Sun Mar 15 20:21:26 +0000 2015		.@cphpost With 23 whaling bays, not difficult for tourists to find themselves witness to Faroes Grind #BloodEclipse http://t.co/z9x2Oqys6J	0.89	3.0	1			0.3123475238	0.9370425713	0.1561737619	0.1400280084	0.1400280084	0.9801960588																																																																																																																																																
471	471	DS3	38661	@SongOfTheHunt	Fri Mar 13 10:39:08 +0000 2015		National Anthems of Great Current Whaling Nations - Indonesia - http://t.co/C8NiRPffdZ #Tweet4Taiji #thecove #seashepherd	0.89	5.0	1			0.1561737619	0.3123475238	0.9370425713	0.1400280084	0.9801960588	0.1400280084																																																																																																																																																
472	472	DS3	38589	@SemanticEarth	Thu Mar 12 03:35:18 +0000 2015		"RT @WHALES_org: Support or boycott? Why supporting Iceland's whale watch industry is vital for ending whaling
http://t.co/2b5KNNjjio http:/…"	0.89	5.0	1			0.7071067812	0.0	0.7071067812	0.0	0.894427191	0.4472135955																																																																																																																																																
473	473	DS3	39005	@ZiadTammam	Thu Mar 12 19:16:23 +0000 2015		RT @Foxewise: #GoodAdviceIn4Words 🇯🇵Japan increased while🌏 #tweet4taiji @CoveGuardians 'Civilized rest of🌏 http://t.co/GVzEnQVJ4F … http://…	0.89	5.0	1			0.1561737619	0.3123475238	0.9370425713	0.1400280084	0.9801960588	0.1400280084																																																																																																																																																
474	474	DS3	38787	@DieterWentzel	Sat Mar 14 20:55:58 +0000 2015		RT @Sebastianne_RA: .@DRBreaking Denmark is Pro Whaling as they support Faroe’s Grindadrap – Please end this now! http://t.co/x1MotPIM5z #B…	0.89	4.0	1			0.4364357805	0.8728715609	0.2182178902	0.2294157339	0.6882472016	0.6882472016																																																																																																																																																
475	475	DS3	39001	@OceanDefender1	Sun Mar 15 11:41:57 +0000 2015		.@martinlidegaard Denmark supports Faroes Grindadrap = Denmark is Pro-Whaling.  End it! http://t.co/5DFGFOp0kw #BloodEclipse	0.89	2.0	1			0.1961161351	0.9805806757	0.0	0.8017837257	0.2672612419	0.5345224838																																																																																																																																																
476	476	DS3	38949	@shannon9336	Mon Mar 16 09:41:40 +0000 2015		.@denmarkinuk The Faroes maintain large parts of their traditional culture. But whaling tradition discourages many visitors! #BloodEclipse	0.89	2.0	1			0.0	0.9486832981	0.316227766	0.0	0.0	1.0																																																																																																																																																
477	477	DS3	38584	@spindriftdiver	Sat Mar 14 20:29:36 +0000 2015		.@DRBreaking Denmark is Pro Whaling as they support Faroe’s Grindadrap – Please end this now! http://t.co/nbEj6IPbGT #BloodEclipse	0.89	3.0	1			0.2672612419	0.5345224838	0.8017837257	0.0	0.4472135955	0.894427191																																																																																																																																																
478	478	DS2	24031	@worldlynomads	2014-05-08	whaling_241	The Awful Consequences of Whaling in Antarctica - Amidst the excitement of... http://t.co/w6D5XlcTrE #ttot #travel #lp #tbex #rtw	0.89	2.0	1			0.0	0.9615239476	0.2747211279	0.3713906764	0.5570860145	0.7427813527																																																																																																																																																
479	479	DS3	38904	@SongOfTheHunt	Sun Mar 15 17:09:33 +0000 2015		National Anthems of Great Current Whaling Nations - Saint Vincent &amp; Grenadines - http://t.co/eA8zQB2sBj #Tweet4Taiji #seashepherd	0.89	4.0	1			0.5570860145	0.7427813527	0.3713906764	0.0	0.9615239476	0.2747211279																																																																																																																																																
480	480	DS2	24092	@colomerannie	2014-05-11	whaling_303	Sea Shepherd Conservation Society Australia - Sea Shepherd Responds to Whaling Industry Plans... http://t.co/tXRxMYs7MO	0.89	1.0	1			0.1622214211	0.1622214211	0.9733285268	0.0	0.9486832981	0.316227766																																																																																																																																																
481	481	DS2	24239	@LarryMakayla1	2014-05-18	whaling_454	Tarpon whaling other thievish the shirking lanthanum deuce - megalops atlanticus: LkUHmwA	0.89	4.0	1			0.0	0.7071067812	0.7071067812	0.0	0.3939192986	0.91914503																																																																																																																																																
482	482	DS3	38920	@SongOfTheHunt	Mon Mar 09 14:39:08 +0000 2015		National Anthems of Great Current Whaling Nations - Iceland - http://t.co/EvueH8YWy8 #Tweet4Taiji #thecove #seashepherd	0.89	2.0	1			0.3651483717	0.1825741858	0.9128709292	0.0	0.9899494937	0.1414213562																																																																																																																																																
483	483	DS3	38901	@SongOfTheHunt	Wed Mar 11 03:39:12 +0000 2015		National Anthems of Great Current Whaling Nations - Norway - http://t.co/7zykCnGkCj #Tweet4Taiji #SeaShepherd #thecove	0.89	2.0	1			0.2672612419	0.5345224838	0.8017837257	0.0	0.894427191	0.4472135955																																																																																																																																																
484	484	DS3	38938	@m4rchmain	Fri Mar 13 05:27:36 +0000 2015		RT @sciam: Commercial #whaling wiped out almost 3 million animals in the 20th century: http://t.co/zAS6uehJfs #science http://t.co/BKJi8oaP…	0.89	2.0	1			0.1643989873	0.9863939238	0.0	0.2182178902	0.4364357805	0.8728715609																																																																																																																																																
485	485	DS2	24029	@rhodenews	2014-05-08	whaling_239	Providence Journal - Connecticut whaling ship selects Maine ‘stowaway’ http://t.co/6x0CqtjVuH	0.89	1.0	1			0.3481553119	0.3481553119	0.8703882798	0.0	0.7808688094	0.6246950476																																																																																																																																																
486	486	DS3	38740	@FaroeFashion	Mon Mar 16 09:12:32 +0000 2015		RT @SongOfTheHunt: National Anthems of Great Current Whaling Nations - Faroe Islands - http://t.co/heQ8IwcmdR #SeaShepherd #Tweet4Taiji #th…	0.89	4.0	1			0.6396021491	0.4264014327	0.6396021491	0.0	0.9899494937	0.1414213562																																																																																																																																																
487	487	DS2	23984	@SongsOfTheHunt	2014-05-06	whaling_193	National Anthems of Great Current Whaling Nations - Canada - http://t.co/6ADRsI1Ak0 #Tweet4Taiji #thecove #seashepherd	0.89	4.0	1			0.0	0.1961161351	0.9805806757	0.0	0.9805806757	0.1961161351																																																																																																																																																
488	488	DS2	24241	@Skippie87	2014-05-18	whaling_456	No brainer in Faxafloi Bay - whale watching trumps whaling every time - WDC: http://t.co/zjuDvr6VrV	0.89	2.0	1			0.9899494937	0.0	0.1414213562	0.1961161351	0.7844645406	0.5883484054																																																																																																																																																
489	489	DS3	38961	@ShelbyC___	Fri Mar 13 01:38:29 +0000 2015		Quel whaling 😹😹😹😹😹😹😹😹😹#sum #cutty https://t.co/kHvcxct6ZC	0.89	2.0	1			0.174077656	0.6963106238	0.6963106238	0.0	0.9922778767	0.1240347346																																																																																																																																																
490	490	DS2	24141	@X_BlackJesus_X	2014-05-13	whaling_352	RT @Camelia_JIYONG: : Vic - Turn up (Whale Remix) by me. 😁✌️ #SGVINES #malayvines #swatcrewvines #whaling https://t.co/HNNJDS9dgF	0.89	2.0	1			0.0	0.1643989873	0.9863939238	0.1643989873	0.9863939238	0.0																																																																																																																																																
491	491	DS2	24032	@SongsOfTheHunt	2014-05-08	whaling_242	National Anthems of Great Current Whaling Nations - Russia - http://t.co/5FeuJ36e8h #Tweet4Taiji #thecove #seashepherd	0.89	1.0	1			0.1690308509	0.5070925528	0.8451542547	0.0	0.7808688094	0.6246950476																																																																																																																																																
492	492	DS3	38736	@nicki22stevens	Sat Mar 14 20:43:48 +0000 2015		.@BBCNews  Mar 20th. Total Solar Eclipse. Faroes. If people aware of Faroe whaling, would they visit? #BloodEclipse	0.89	4.0	1			0.3123475238	0.9370425713	0.1561737619	0.5570860145	0.3713906764	0.7427813527																																																																																																																																																
493	493	DS3	38659	@c5d1b2025a3e4f0	Thu Mar 12 07:10:29 +0000 2015		"RT @nickseashepherd: Makah Whaling – Whales Must Be Protected in U.S. Waters

Commentary by @CaptPaulWatson 

http://t.co/GOdoZQYIjC"	0.89	4.0	1			1.0	0.0	0.0	0.1622214211	0.1622214211	0.9733285268																																																																																																																																																
494	494	DS3	38642	@SongOfTheHunt	Fri Mar 13 03:10:34 +0000 2015		National Anthems of Great Current Whaling Nations - Faroe Islands - http://t.co/heQ8IwcmdR #SeaShepherd #Tweet4Taiji #thecove	0.89	5.0	1			0.0	0.0	1.0	0.0	1.0	0.0																																																																																																																																																
495	495	DS2	24107	@ChelseaBerlin	2014-05-12	whaling_318	"First minke whales of the season killed off Iceland - WDC: http://t.co/4tNMFOEL9H"" Stop this barbaric cull... now! #whaling #minkewhales"	0.89	2.0	1			0.0	0.9938837347	0.1104315261	0.6666666667	0.6666666667	0.3333333333																																																																																																																																																
496	496	DS3	38697	@Ostiax_264	Wed Mar 18 16:17:32 +0000 2015		"RT @SmegmaKing: Silly @freebsdgirl, if #GamerGate was attacking you, it would be called ""Whaling"" not ""Sea-Lioning"" http://t.co/npGuzQZjIa"	0.89	1.0	1			0.0	0.3713906764	0.9284766909	0.0	0.8	0.6																																																																																																																																																
497	497	DS3	38748	@Esoterisbs	Wed Mar 18 13:05:22 +0000 2015		"RT @SmegmaKing: Silly @freebsdgirl, if #GamerGate was attacking you, it would be called ""Whaling"" not ""Sea-Lioning"" http://t.co/npGuzQZjIa"	0.89	1.0	1			0.0	0.5547001962	0.8320502943	0.1360827635	0.9525793444	0.272165527																																																																																																																																																
498	498	DS3	38977	@03March2016	Sat Mar 14 20:32:27 +0000 2015		RT @Heart4TheOceans: .@denmarkinuk The Faroes maintain large parts of their traditional culture. But whaling tradition discourages many vis…	0.89	2.0	1			0.0	0.9899494937	0.1414213562	0.0	0.5144957554	0.8574929257																																																																																																																																																
499	499	DS3	38921	@rsa666381	Mon Mar 16 02:12:14 +0000 2015		RT @pippatg: .@VisitFaroe With 23 whaling bays, not difficult for tourists to find themselves witness to Faroe Grind #BloodEclipse http://t…	0.89	1.0	1			0.2672612419	0.8017837257	0.5345224838	0.0	1.0	0.0																																																																																																																																																
500	500	DS3	38874	@sandarwai	Thu Mar 12 17:56:21 +0000 2015		RT @IrinaGreenVoice: Humans slaughtered nearly 3 MILLION whales in the 20th century...., according to a new study https://t.co/ZyT9HvPMWN h…	0.89	4.0	1			0.242535625	0.9701425001	0.0	0.9045340337	0.3015113446	0.3015113446																																																																																																																																																
501	501	DS2	24034	@JOverlock	2014-05-08	whaling_244	Sag Harbor Whaling Museum Raises Funds Through Local Crowd-Funding Website - http://t.co/VnLB8ESOiP	0.89	1.0	1			0.3939192986	0.0	0.91914503	0.0	0.9938837347	0.1104315261																																																																																																																																																
502	502	DS3	38711	@Heart4TheOceans	Sun Mar 15 09:53:14 +0000 2015		.@DRBreaking Denmark is Pro Whaling as they support Faroe’s Grindadrap! – Please end this now! http://t.co/TNgQuSiRYr #BloodEclipse	0.89	3.0	1			0.1414213562	0.9899494937	0.0	0.8164965809	0.4082482905	0.4082482905																																																																																																																																																
503	503	DS3	38690	@Shodingus2	Wed Mar 18 11:36:18 +0000 2015		"RT @SmegmaKing: Silly @freebsdgirl, if #GamerGate was attacking you, it would be called ""Whaling"" not ""Sea-Lioning"" http://t.co/npGuzQZjIa"	0.89	1.0	1			0.0	0.7071067812	0.7071067812	0.15430335	0.7715167498	0.6172133998																																																																																																																																																
504	504	DS2	24158	@IslandEnviro	2014-05-15	whaling_371	Morgans whaling days outlasted New Londons - http://t.co/KOXijzMFg7 Mobile Edition http://t.co/aKwX20y3zT	0.89	1.0	1			0.6963106238	0.6963106238	0.174077656	0.1690308509	0.5070925528	0.8451542547																																																																																																																																																
505	505	DS2	24020	@Sticky_Do	2014-05-08	whaling_230	Give whaling a shot! - -->> http://t.co/N4yEk4h62l #Contest #Fun	0.89	1.0	1			0.8017837257	0.5345224838	0.2672612419	0.0	0.7071067812	0.7071067812																																																																																																																																																
506	506	DS3	38826	@Greens	Thu Mar 12 23:28:36 +0000 2015		"RT @SenatorSurfer: Possibly the largest cull of any animal in human history.  

#Whaling slaughter tallied via @nature. - http://t.co/Asplx…"	0.89	5.0	1			0.0	0.9899494937	0.1414213562	0.5883484054	0.1961161351	0.7844645406																																																																																																																																																
507	507	DS2	24109	@jamsack24	2014-05-12	whaling_320	Sea Shepherd Conservation Society Australia - Sea Shepherd Responds to Whaling Industry Plans... http://t.co/ITKlZLidyP	0.89	3.0	1			0.0	0.1104315261	0.9938837347	0.0	0.91914503	0.3939192986																																																																																																																																																
508	508	DS2	24131	@DaverRaver	2014-05-13	whaling_342	RT @LEANAustralia: Whaling to be monitored by plane - no new resources. http://t.co/bb7QVmZVAY	0.88	2.0	1			0.8164965809	0.4082482905	0.4082482905	0.0	0.7071067812	0.7071067812																																																																																																																																																
509	509	DS2	24052	@thewhaling	2014-05-09	whaling_263	RT @Ocean_Pig: Recipes - Whale Steak & Whale in Red Wine - http://t.co/oGqAaGHoVl #Tweet4Taiji #whaling #thecove	0.88	5.0	1			0.0	0.0	1.0	0.1643989873	0.9863939238	0.0																																																																																																																																																
510	510	DS2	24018	@Paisleymill	2014-05-08	whaling_228	Today's panel - Whaling #GTOSThreadingwest #GreatTapestryofScotland http://t.co/WTQIcbjCpl	0.87	1.0	1			0.0	0.242535625	0.9701425001	0.0	0.9701425001	0.242535625																																																																																																																																																
511	511	DS2	24156	@chit_me	2014-05-14	whaling_369	#商業捕鯨の再開の兆し Symptom of restart of commercial whaling - http://https://t.co/h2p8pdIS1D	0.86	2.0	1			0.15430335	0.6172133998	0.7715167498	0.1474419562	0.8846517369	0.4423258685																																																																																																																																																
512	512	DS2	24208	@heddahfeddah	2014-05-16	whaling_423	"My day: organ pipes, turtles, whaling ships... sauerkraut. RT @tives: ""Can you crop it so there's less sauerkraut?"" - @heddahfeddah"	0.83	1.0	1			0.0	0.2747211279	0.9615239476	0.0	0.9922778767	0.1240347346																																																																																																																																																
513	513	DS3	38619	@6blahblahblah9	Tue Mar 10 16:08:30 +0000 2015		#gogreen Study by NOAA Heightens the Makah Tribe’s Hopes of Recommencing Whaling Practice  http://t.co/LtXrqC93jh	0.83	1.0	1			0.0	0.7808688094	0.6246950476	0.0	0.6246950476	0.7808688094																																																																																																																																																
514	514	DS3	38818	@Whaling_Fact	Thu Mar 12 11:09:09 +0000 2015		"The ""Southern Ocean Whale Sanctuary"" is an area designated as a ""no hunt zone"" ONLY AFTER the IWC whaling moratorium is lifted. #Tweet4Taiji"	0.83	5.0	1			0.8703882798	0.3481553119	0.3481553119	0.1690308509	0.8451542547	0.5070925528																																																																																																																																																
515	515	DS3	38713	@WOWvsTaiji	Sat Mar 14 18:24:27 +0000 2015		.@cphpost With 23 whaling bays, not difficult for tourists to find themselves witness to Faroes Grind #BloodEclipse http://t.co/NXMa4SPN1v	0.83	2.0	1			0.0	0.4472135955	0.894427191	0.0	1.0	0.0																																																																																																																																																
516	516	DS3	38807	@SongOfTheHunt	Mon Mar 09 23:10:18 +0000 2015		National Anthems of Great Current Whaling Nations - Saint Vincent &amp; Grenadines - http://t.co/eA8zQAKRJL #Tweet4Taiji #seashepherd	0.83	1.0	1			0.0	0.5144957554	0.8574929257	0.1825741858	0.9128709292	0.3651483717																																																																																																																																																
517	517	DS2	24181	@jn7uwu	2014-05-16	whaling_394	Sea Shepherd / South Korean whaling, okay? - repost: http://t.co/fYxPeDhFqT	0.83	2.0	1			0.0	0.2747211279	0.9615239476	0.0	0.6246950476	0.7808688094																																																																																																																																																
518	518	DS2	24019	@pjmck	2014-05-08	whaling_229	RT @Paisleymill: Today's panel - Whaling #GTOSThreadingwest #GreatTapestryofScotland http://t.co/WTQIcbjCpl	0.83	1.0	1			0.1400280084	0.1400280084	0.9801960588	0.0	0.9922778767	0.1240347346																																																																																																																																																
519	519	DS2	24183	@Chris0167	2014-05-16	whaling_396	"Epic ""YEET"" Compilation - Vine Internet Craze! #YEET #Lebroning #Whaling: http://t.co/c02ANz0XlZ via @YouTube"	0.83	2.0	1			0.8	0.0	0.6	0.1924500897	0.9622504486	0.1924500897																																																																																																																																																
520	520	DS3	38650	@jumpingGrendel	Thu Mar 12 14:35:33 +0000 2015		@jumpingGrendel the whaling is the hardest part #mobydick	0.83	1.0	1			0.0	0.91914503	0.3939192986	0.0	0.7071067812	0.7071067812																																																																																																																																																
