Dataset,Tweet Id,Tweet Author,Tweet Date,Tweet Seed Index,Tweet Content,Tweet Event Relevance Score,Number of Relevant Mentions,Overall Sentiment-Intensity,Relevant Mention,Relevant Mention Score,Positive Sentiment,Negative Sentiment,Neutral Sentiment,High Intensity,Low Intensity,Medium Intensity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24128,@thewhaling,2014-05-13,whaling_339,RT @bina81: First minke whales of the season killed off Iceland - WDC: http://t.co/1yevVGtCbh #whaling #iceland,0.93,9,0,minke whales,0.26,0.7427813527,0.5570860145,0.3713906764,0,0.7808688094,0.6246950476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24128,@thewhaling,2014-05-13,whaling_339,RT @bina81: First minke whales of the season killed off Iceland - WDC: http://t.co/1yevVGtCbh #whaling #iceland,0.93,9,0,#whaling,0.52,0.6963106238,0.6963106238,0.174077656,0,0.6246950476,0.7808688094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24128,@thewhaling,2014-05-13,whaling_339,RT @bina81: First minke whales of the season killed off Iceland - WDC: http://t.co/1yevVGtCbh #whaling #iceland,0.93,9,0,First minke whales,0.52,0.7427813527,0.3713906764,0.5570860145,0,0.7808688094,0.6246950476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24128,@thewhaling,2014-05-13,whaling_339,RT @bina81: First minke whales of the season killed off Iceland - WDC: http://t.co/1yevVGtCbh #whaling #iceland,0.93,9,0,killed off,0.26,0.894427191,0.4472135955,0,0,0.2747211279,0.9615239476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24128,@thewhaling,2014-05-13,whaling_339,RT @bina81: First minke whales of the season killed off Iceland - WDC: http://t.co/1yevVGtCbh #whaling #iceland,0.93,9,0,of the season,0.26,0.9615239476,0,0.2747211279,0,0.7808688094,0.6246950476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24128,@thewhaling,2014-05-13,whaling_339,RT @bina81: First minke whales of the season killed off Iceland - WDC: http://t.co/1yevVGtCbh #whaling #iceland,0.93,9,0,killed off Iceland,0.26,0.6246950476,0.7808688094,0,0.1561737619,0.3123475238,0.9370425713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24128,@thewhaling,2014-05-13,whaling_339,RT @bina81: First minke whales of the season killed off Iceland - WDC: http://t.co/1yevVGtCbh #whaling #iceland,0.93,9,0,whales,0.26,0.9370425713,0.3123475238,0.1561737619,0.1690308509,0.8451542547,0.5070925528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24128,@thewhaling,2014-05-13,whaling_339,RT @bina81: First minke whales of the season killed off Iceland - WDC: http://t.co/1yevVGtCbh #whaling #iceland,0.93,9,0,season killed,0.26,0.6963106238,0.6963106238,0.174077656,0.174077656,0.6963106238,0.6963106238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24128,@thewhaling,2014-05-13,whaling_339,RT @bina81: First minke whales of the season killed off Iceland - WDC: http://t.co/1yevVGtCbh #whaling #iceland,0.93,9,0,whales of the season killed,0.26,0.6246950476,0.7808688094,0,0.1690308509,0.5070925528,0.8451542547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24102,@Mare2Oceanos,2014-05-12,whaling_313,Sea Shepherd Conservation Society Australia - Sea Shepherd Responds to Whaling Industry Plans... http://t.co/Z3B6Qv3s70,0.99,5,1,,,0.9486832981,0.316227766,0,0.1961161351,0.5883484054,0.7844645406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24102,@Mare2Oceanos,2014-05-12,whaling_313,Sea Shepherd Conservation Society Australia - Sea Shepherd Responds to Whaling Industry Plans... http://t.co/Z3B6Qv3s70,0.99,5,0,Sea Shepherd,0.28,0.7071067812,0.7071067812,0,0,0.7071067812,0.7071067812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24102,@Mare2Oceanos,2014-05-12,whaling_313,Sea Shepherd Conservation Society Australia - Sea Shepherd Responds to Whaling Industry Plans... http://t.co/Z3B6Qv3s70,0.99,5,0,Whaling,0.83,0.9486832981,0.316227766,0,0.4264014327,0.6396021491,0.6396021491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24102,@Mare2Oceanos,2014-05-12,whaling_313,Sea Shepherd Conservation Society Australia - Sea Shepherd Responds to Whaling Industry Plans... http://t.co/Z3B6Qv3s70,0.99,5,0,Sea Shepherd Conservation,0.28,0.9899494937,0.1414213562,0,0,0.7071067812,0.7071067812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24102,@Mare2Oceanos,2014-05-12,whaling_313,Sea Shepherd Conservation Society Australia - Sea Shepherd Responds to Whaling Industry Plans... http://t.co/Z3B6Qv3s70,0.99,5,0,Sea Shepherd Responds to Whaling Industry Plans...,0.28,0.9486832981,0.316227766,0,0.1961161351,0.5883484054,0.7844645406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24102,@Mare2Oceanos,2014-05-12,whaling_313,Sea Shepherd Conservation Society Australia - Sea Shepherd Responds to Whaling Industry Plans... http://t.co/Z3B6Qv3s70,0.99,5,0,Whaling Industry Plans...,0.28,0.9486832981,0.316227766,0,0,0.5144957554,0.8574929257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24093,@JoeDrury,2014-05-11,whaling_304,Whaling - a cautionary Tail. http://t.co/fQyKxoDueL,0.99,2,1,,,0,0.7808688094,0.6246950476,0,0.7808688094,0.6246950476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24093,@JoeDrury,2014-05-11,whaling_304,Whaling - a cautionary Tail. http://t.co/fQyKxoDueL,0.99,2,0,Whaling a cautionary Tail_$_,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24093,@JoeDrury,2014-05-11,whaling_304,Whaling - a cautionary Tail. http://t.co/fQyKxoDueL,0.99,2,0,Whaling,0.83,0,0.4472135955,0.894427191,0,0.9922778767,0.1240347346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24059,@whales_save,2014-05-09,whaling_270,"RT @QuadFins4Fun: Save the Whales, 2014 - Japan's ""Scientific Whaling"" Program was a Sham - http://t.co/Sqkfq64lrp",0.99,4,1,,,0,0.8320502943,0.5547001962,0.15430335,0.6172133998,0.7715167498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24059,@whales_save,2014-05-09,whaling_270,"RT @QuadFins4Fun: Save the Whales, 2014 - Japan's ""Scientific Whaling"" Program was a Sham - http://t.co/Sqkfq64lrp",0.99,4,0,Japan's,0.66,0,0.1104315261,0.9938837347,0.1360827635,0.9525793444,0.272165527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24059,@whales_save,2014-05-09,whaling_270,"RT @QuadFins4Fun: Save the Whales, 2014 - Japan's ""Scientific Whaling"" Program was a Sham - http://t.co/Sqkfq64lrp",0.99,4,0,"Whaling""",0.33,0.1104315261,0,0.9938837347,0,0.91914503,0.3939192986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24059,@whales_save,2014-05-09,whaling_270,"RT @QuadFins4Fun: Save the Whales, 2014 - Japan's ""Scientific Whaling"" Program was a Sham - http://t.co/Sqkfq64lrp",0.99,4,0,"""Scientific Whaling""",0.16,0,0.1104315261,0.9938837347,0.1474419562,0.8846517369,0.4423258685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24059,@whales_save,2014-05-09,whaling_270,"RT @QuadFins4Fun: Save the Whales, 2014 - Japan's ""Scientific Whaling"" Program was a Sham - http://t.co/Sqkfq64lrp",0.99,4,0,"Whales,",0.66,0.1360827635,0.272165527,0.9525793444,0,0.91914503,0.3939192986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24054,@SongsOfTheHunt,2014-05-09,whaling_265,National Anthems of Great Current Whaling Nations - Greenland - http://t.co/zvpPo5ZTsB #Tweet4Taiji #TheCove #SeaShepherd,0.93,4,1,,,0.4264014327,0.6396021491,0.6396021491,0.1961161351,0.7844645406,0.5883484054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24054,@SongsOfTheHunt,2014-05-09,whaling_265,National Anthems of Great Current Whaling Nations - Greenland - http://t.co/zvpPo5ZTsB #Tweet4Taiji #TheCove #SeaShepherd,0.93,4,0,Whaling,0.55,0.4082482905,0.4082482905,0.8164965809,0,0.9899494937,0.1414213562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24054,@SongsOfTheHunt,2014-05-09,whaling_265,National Anthems of Great Current Whaling Nations - Greenland - http://t.co/zvpPo5ZTsB #Tweet4Taiji #TheCove #SeaShepherd,0.93,4,0,#SeaShepherd,0.55,0.1825741858,0.3651483717,0.9128709292,0,0.9486832981,0.316227766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24054,@SongsOfTheHunt,2014-05-09,whaling_265,National Anthems of Great Current Whaling Nations - Greenland - http://t.co/zvpPo5ZTsB #Tweet4Taiji #TheCove #SeaShepherd,0.93,4,0,Whaling Nations,0.55,0.1961161351,0.5883484054,0.7844645406,0,0.9486832981,0.316227766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24054,@SongsOfTheHunt,2014-05-09,whaling_265,National Anthems of Great Current Whaling Nations - Greenland - http://t.co/zvpPo5ZTsB #Tweet4Taiji #TheCove #SeaShepherd,0.93,4,0,Great Current Whaling Nations,0.28,0.4264014327,0.6396021491,0.6396021491,0,0.8574929257,0.5144957554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23824,@vivigarciatoro,2014-04-29,whaling_25,Denounce Japan for Resuming Whale Slaughter - ForceChange http://t.co/P0GzWrdvGt,0.98,6,1,,,0.5345224838,0.8017837257,0.2672612419,0.1961161351,0,0.9805806757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23824,@vivigarciatoro,2014-04-29,whaling_25,Denounce Japan for Resuming Whale Slaughter - ForceChange http://t.co/P0GzWrdvGt,0.98,6,0,Denounce Japan for Resuming Whale Slaughter,0.49,0.5345224838,0.8017837257,0.2672612419,0.2672612419,0.8017837257,0.5345224838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23824,@vivigarciatoro,2014-04-29,whaling_25,Denounce Japan for Resuming Whale Slaughter - ForceChange http://t.co/P0GzWrdvGt,0.98,6,0,Whale Slaughter,0.73,0,0.9805806757,0.1961161351,0,0.4472135955,0.894427191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23824,@vivigarciatoro,2014-04-29,whaling_25,Denounce Japan for Resuming Whale Slaughter - ForceChange http://t.co/P0GzWrdvGt,0.98,6,0,Japan,0.24,0,0,1,0,0.9805806757,0.1961161351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23824,@vivigarciatoro,2014-04-29,whaling_25,Denounce Japan for Resuming Whale Slaughter - ForceChange http://t.co/P0GzWrdvGt,0.98,6,0,Whale,0.24,0.1961161351,0,0.9805806757,0,0.9805806757,0.1961161351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23824,@vivigarciatoro,2014-04-29,whaling_25,Denounce Japan for Resuming Whale Slaughter - ForceChange http://t.co/P0GzWrdvGt,0.98,6,0,Japan for Resuming Whale Slaughter,0.24,0,0.894427191,0.4472135955,0,0.4472135955,0.894427191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23824,@vivigarciatoro,2014-04-29,whaling_25,Denounce Japan for Resuming Whale Slaughter - ForceChange http://t.co/P0GzWrdvGt,0.98,6,0,Denounce Japan,0.24,0.2672612419,0.8017837257,0.5345224838,0.2672612419,0.8017837257,0.5345224838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23820,@ShwayComs,2014-04-29,whaling_21,@becook1964 fella may be into whaling even it small bait i tried to use a minnow could it be this 100 million for shark and tunna - oh ok,0.98,1,1,,,0,0.1961161351,0.9805806757,0.2357022604,0.9428090416,0.2357022604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23820,@ShwayComs,2014-04-29,whaling_21,@becook1964 fella may be into whaling even it small bait i tried to use a minnow could it be this 100 million for shark and tunna - oh ok,0.98,1,0,whaling,1,0,0.1961161351,0.9805806757,0,0.9805806757,0.1961161351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23988,@ferretfanatics,2014-05-06,whaling_197,Denounce Japan for #Whale Slaughter - ForceChange PLZ SIGN & RT Petition #anipals #blackfish http://t.co/8hya6Pxl5G,0.98,4,1,,,0.1961161351,0.7844645406,0.5883484054,0.9128709292,0.3651483717,0.1825741858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23988,@ferretfanatics,2014-05-06,whaling_197,Denounce Japan for #Whale Slaughter - ForceChange PLZ SIGN & RT Petition #anipals #blackfish http://t.co/8hya6Pxl5G,0.98,4,0,#Whale Slaughter,0.58,0,0.8574929257,0.5144957554,0.4082482905,0.4082482905,0.8164965809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23988,@ferretfanatics,2014-05-06,whaling_197,Denounce Japan for #Whale Slaughter - ForceChange PLZ SIGN & RT Petition #anipals #blackfish http://t.co/8hya6Pxl5G,0.98,4,0,Japan,0.77,0,0.1414213562,0.9899494937,0.1622214211,0.9733285268,0.1622214211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23988,@ferretfanatics,2014-05-06,whaling_197,Denounce Japan for #Whale Slaughter - ForceChange PLZ SIGN & RT Petition #anipals #blackfish http://t.co/8hya6Pxl5G,0.98,4,0,#Whale,0.19,0,0.316227766,0.9486832981,0.1622214211,0.9733285268,0.1622214211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23988,@ferretfanatics,2014-05-06,whaling_197,Denounce Japan for #Whale Slaughter - ForceChange PLZ SIGN & RT Petition #anipals #blackfish http://t.co/8hya6Pxl5G,0.98,4,0,Denounce Japan for #Whale Slaughter,0.19,0.1825741858,0.9128709292,0.3651483717,0.8164965809,0.4082482905,0.4082482905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23957,@verbosestream,2014-05-04,whaling_166,"TIL: Now that Japan has ceased whaling, Norway kills more whales than any other country. - http://t.co/bf0XkSs7mw",0.99,6,1,,,0.1825741858,0.9128709292,0.3651483717,0.4264014327,0.6396021491,0.6396021491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23957,@verbosestream,2014-05-04,whaling_166,"TIL: Now that Japan has ceased whaling, Norway kills more whales than any other country. - http://t.co/bf0XkSs7mw",0.99,6,0,"Japan has ceased whaling,",0.6,0.7071067812,0,0.7071067812,0,0.9486832981,0.316227766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23957,@verbosestream,2014-05-04,whaling_166,"TIL: Now that Japan has ceased whaling, Norway kills more whales than any other country. - http://t.co/bf0XkSs7mw",0.99,6,0,Japan,0.6,0,0.1414213562,0.9899494937,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23957,@verbosestream,2014-05-04,whaling_166,"TIL: Now that Japan has ceased whaling, Norway kills more whales than any other country. - http://t.co/bf0XkSs7mw",0.99,6,0,"whaling,",0.4,0,0.5144957554,0.8574929257,0,0.9486832981,0.316227766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23957,@verbosestream,2014-05-04,whaling_166,"TIL: Now that Japan has ceased whaling, Norway kills more whales than any other country. - http://t.co/bf0XkSs7mw",0.99,6,0,Norway kills more whales than any other country.,0.2,0,0.9486832981,0.316227766,0.8574929257,0.5144957554,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23957,@verbosestream,2014-05-04,whaling_166,"TIL: Now that Japan has ceased whaling, Norway kills more whales than any other country. - http://t.co/bf0XkSs7mw",0.99,6,0,Norway kills more whales,0.2,0,0.9486832981,0.316227766,0.8574929257,0.5144957554,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23957,@verbosestream,2014-05-04,whaling_166,"TIL: Now that Japan has ceased whaling, Norway kills more whales than any other country. - http://t.co/bf0XkSs7mw",0.99,6,0,"ceased whaling,",0.2,0.7071067812,0,0.7071067812,0,0.9486832981,0.316227766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
